,,,,,,,,,,,,inference_time,inference_time,inference_time
0,0,0,0,0,0,1,0,0,1,0,1,0.851059198,0.778589249,1.243977547
0,0,0,0,0,0,1,0,0,1,1,0,0.843588114,0.772469282,1.259613514
0,0,0,0,0,0,1,0,0,1,1,1,0.843363762,0.768241167,1.250141621
0,0,0,0,0,0,1,0,1,0,0,0,0.850974798,0.769845724,1.265194654
0,0,0,0,0,0,1,0,1,0,0,1,0.85170269,0.775096416,1.237868071
0,0,0,0,0,0,1,0,1,0,1,0,0.84982276,0.767696619,1.250151873
0,0,0,0,0,0,1,0,1,0,1,1,0.851900339,0.795979738,1.233064651
0,0,0,0,0,0,1,0,1,1,0,0,0.844281435,0.767129183,1.239232302
0,0,0,0,0,0,1,0,1,1,0,1,0.850526094,0.771241188,1.254666805
0,0,0,0,0,0,1,0,1,1,1,0,0.84413147,0.779308558,1.248439074
0,0,0,0,0,0,1,0,1,1,1,1,0.84548378,0.769656658,1.237248898
0,0,0,0,0,0,1,1,0,0,0,0,0.854381561,0.772666693,1.248370171
0,0,0,0,0,0,1,1,0,0,0,1,0.852276087,0.770467043,1.241755486
0,0,0,0,0,0,1,1,0,0,1,0,0.851598501,0.767145872,1.228362322
0,0,0,0,0,0,1,1,0,0,1,1,0.848517656,0.776654482,1.275563002
0,0,0,0,0,0,1,1,0,1,0,0,0.846971989,0.765623093,1.256272793
0,0,0,0,0,0,1,1,0,1,0,1,0.844485044,0.76640439,1.248861313
0,0,0,0,0,0,1,1,0,1,1,0,0.844377756,0.766621113,1.242431879
0,0,0,0,0,0,1,1,0,1,1,1,0.845301628,0.824228764,1.23927474
0,0,0,0,0,0,1,1,1,0,0,0,0.840099573,0.769860268,1.227956533
0,0,0,0,0,0,1,1,1,0,0,1,0.839730501,0.784695864,1.265648365
0,0,0,0,0,0,1,1,1,0,1,0,0.849321127,0.765697002,1.23993206
0,0,0,0,0,0,1,1,1,0,1,1,0.845776558,0.764695883,1.275736809
0,0,0,0,0,0,1,1,1,1,0,0,0.850248575,0.770427465,1.254145622
0,0,0,0,0,0,1,1,1,1,0,1,0.849064112,0.769929409,1.246614933
0,0,0,0,0,0,1,1,1,1,1,0,0.848515511,0.775338173,1.252182007
0,0,0,0,0,0,1,1,1,1,1,1,0.847541094,0.769091368,1.253391027
0,0,0,0,0,1,0,0,0,0,0,0,2.436014891,2.245741129,2.572163105
0,0,0,0,0,1,0,0,0,0,0,1,2.447472095,2.217191219,2.571787834
0,0,0,0,0,1,0,0,0,0,1,0,2.446561098,2.2161448,2.583147764
0,0,0,0,0,1,0,0,0,0,1,1,2.440932751,2.214912415,2.61089325
0,0,0,0,0,1,0,0,0,1,0,0,2.42844367,2.260195732,2.500688791
0,0,0,0,0,1,0,0,0,1,0,1,2.446840048,2.309950113,2.573531151
0,0,0,0,0,1,0,0,0,1,1,0,2.437277794,2.217695951,2.772269726
0,0,0,0,0,1,0,0,0,1,1,1,2.424697161,2.293209076,2.548606873
0,0,0,0,0,1,0,0,1,0,0,0,2.428193808,2.22892046,2.464471102
0,0,0,0,0,1,0,0,1,0,0,1,2.442816973,2.222343206,2.507429361
0,0,0,0,0,1,0,0,1,0,1,0,2.43884182,2.262811661,2.575873852
0,0,0,0,0,1,0,0,1,0,1,1,2.446011782,2.221230745,2.524270535
0,0,0,0,0,1,0,0,1,1,0,0,2.428459644,2.249137163,2.488880396
0,0,0,0,0,1,0,0,1,1,0,1,2.432487488,2.219914675,2.505490541
0,0,0,0,0,1,0,0,1,1,1,0,2.427301884,2.23410511,2.650252819
0,0,0,0,0,1,0,0,1,1,1,1,2.434273243,2.313635588,2.499669552
0,0,0,0,0,1,0,1,0,0,0,0,2.421966791,2.375635624,2.501971722
0,0,0,0,0,1,0,1,0,0,0,1,2.432176352,2.221657276,2.574522495
0,0,0,0,0,1,0,1,0,0,1,0,2.433356047,2.218573093,2.616533756
0,0,0,0,0,1,0,1,0,0,1,1,2.440679073,2.323084116,2.504122257
0,0,0,0,0,1,0,1,0,1,0,0,2.437168121,2.229148149,2.54972744
0,0,0,0,0,1,0,1,0,1,0,1,2.453601599,2.257510662,2.590456247
0,0,0,0,0,1,0,1,0,1,1,0,2.430927753,2.224617958,2.577795267
0,0,0,0,0,1,0,1,0,1,1,1,2.433062553,2.259456635,2.47509861
0,0,0,0,0,1,0,1,1,0,0,0,2.447249174,2.291176558,2.519323111
0,0,0,0,0,1,0,1,1,0,0,1,2.432775021,2.217236996,2.541944027
0,0,0,0,0,1,0,1,1,0,1,0,2.454318523,2.223225117,2.640206099
0,0,0,0,0,1,0,1,1,0,1,1,2.442474842,2.230614901,2.532117367
0,0,0,0,0,1,0,1,1,1,0,0,2.433843374,2.282569408,2.565419674
0,0,0,0,0,1,0,1,1,1,0,1,2.416021824,2.229480505,2.55384016
0,0,0,0,0,1,0,1,1,1,1,0,2.422389746,2.249277353,2.553440809
0,0,0,0,0,1,0,1,1,1,1,1,2.430322647,2.262032509,2.603058338
0,0,0,0,0,1,1,0,0,0,0,0,3.104961157,2.828541517,3.003636599
0,0,0,0,0,1,1,0,0,0,0,1,3.124457121,2.831100702,3.091037512
0,0,0,0,0,1,1,0,0,0,1,0,3.129518747,2.979200363,3.057029247
0,0,0,0,0,1,1,0,0,0,1,1,3.129887342,2.846333027,3.049778223
0,0,0,0,0,1,1,0,0,1,0,0,3.108973503,2.84406662,3.031058788
0,0,0,0,0,1,1,0,0,1,0,1,3.107961416,2.876016378,3.106265306
0,0,0,0,0,1,1,0,0,1,1,0,3.118441582,2.841213226,3.122659683
0,0,0,0,0,1,1,0,0,1,1,1,3.103419065,2.919087648,3.179750919
0,0,0,0,0,1,1,0,1,0,0,0,3.096064568,2.946742058,3.123730183
0,0,0,0,0,1,1,0,1,0,0,1,3.107791901,2.827015162,3.092781305
0,0,0,0,0,1,1,0,1,0,1,0,3.117223263,2.85605073,3.141965628
0,0,0,0,0,1,1,0,1,0,1,1,3.110453844,2.847699881,3.114821434
0,0,0,0,0,1,1,0,1,1,0,0,3.117237568,2.893254519,3.183232784
0,0,0,0,0,1,1,0,1,1,0,1,3.120990276,2.840028524,3.153204679
0,0,0,0,0,1,1,0,1,1,1,0,3.086560249,2.856228352,3.099979401
0,0,0,0,0,1,1,0,1,1,1,1,3.114655256,2.848317385,3.067717791
0,0,0,0,0,1,1,1,0,0,0,0,3.124104977,2.866782904,3.214443207
0,0,0,0,0,1,1,1,0,0,0,1,3.09104228,2.874345779,3.155529737
0,0,0,0,0,1,1,1,0,0,1,0,3.119475842,2.849164009,3.093534946
0,0,0,0,0,1,1,1,0,0,1,1,3.104294538,2.831355333,3.21492672
0,0,0,0,0,1,1,1,0,1,0,0,3.13647604,2.877193689,3.09218812
0,0,0,0,0,1,1,1,0,1,0,1,3.123679161,2.841537476,3.137584686
0,0,0,0,0,1,1,1,0,1,1,0,3.106423378,2.918641806,3.188343048
0,0,0,0,0,1,1,1,0,1,1,1,3.117408991,2.895411015,3.169121265
0,0,0,0,0,1,1,1,1,0,0,0,3.125664473,2.900930643,3.053789139
0,0,0,0,0,1,1,1,1,0,0,1,3.131325483,2.905941963,3.1322124
0,0,0,0,0,1,1,1,1,0,1,0,3.107562304,2.842202187,3.037192345
0,0,0,0,0,1,1,1,1,0,1,1,3.098434448,62.33750343,3.054347754
0,0,0,0,0,1,1,1,1,1,0,0,3.117545843,62.74918437,3.097257376
0,0,0,0,0,1,1,1,1,1,0,1,3.103380442,62.4135294,3.109696388
0,0,0,0,0,1,1,1,1,1,1,0,3.09225297,62.06457162,3.078507185
0,0,0,0,0,1,1,1,1,1,1,1,3.110345125,61.95397091,3.094246149
0,0,0,0,1,0,0,0,0,0,0,0,0.84228158,17.05838847,1.051483631
0,0,0,0,1,0,0,0,0,0,0,1,0.849927902,16.73450541,1.054017067
0,0,0,0,1,0,0,0,0,0,1,0,0.842425823,16.98078847,1.045419693
0,0,0,0,1,0,0,0,0,0,1,1,0.849203825,16.99370742,1.059296608
0,0,0,0,1,0,0,0,0,1,0,0,0.852817059,17.12232113,1.061303616
0,0,0,0,1,0,0,0,0,1,0,1,0.842137814,0.766689777,1.066525936
0,0,0,0,1,0,0,0,0,1,1,0,0.84907341,8.476617336,1.094136238
0,0,0,0,1,0,0,0,0,1,1,1,0.849451303,17.73649669,1.056939363
0,0,0,0,1,0,0,0,1,0,0,0,0.851561546,16.83628845,1.045173168
0,0,0,0,1,0,0,0,1,0,0,1,0.84292388,16.96398306,1.047038317
0,0,0,0,1,0,0,0,1,0,1,0,0.851755857,16.99996376,1.065900087
0,0,0,0,1,0,0,0,1,0,1,1,0.849660635,16.83002329,1.091040611
0,0,0,0,1,0,0,0,1,1,0,0,0.843046665,16.90195918,1.062948942
0,0,0,0,1,0,0,0,1,1,0,1,0.850886106,16.64374065,1.078800201
0,0,0,0,1,0,0,0,1,1,1,0,0.844271898,17.07340097,1.063551426
0,0,0,0,1,0,0,0,1,1,1,1,0.846236467,16.894279,1.050372362
0,0,0,0,1,0,0,1,0,0,0,0,0.847617626,16.90951896,1.0473876
0,0,0,0,1,0,0,1,0,0,0,1,0.839596033,16.92079568,1.074379206
0,0,0,0,1,0,0,1,0,0,1,0,0.840025902,16.80997229,1.045641422
0,0,0,0,1,0,0,1,0,0,1,1,0.849606514,16.53723407,1.062011719
0,0,0,0,1,0,0,1,0,1,0,0,0.850852728,17.04475141,1.070000887
0,0,0,0,1,0,0,1,0,1,0,1,0.843407631,16.88562274,1.057035685
0,0,0,0,1,0,0,1,0,1,1,0,0.841685057,16.90545273,1.050911665
0,0,0,0,1,0,0,1,0,1,1,1,0.843245983,16.99927473,1.074352741
0,0,0,0,1,0,0,1,1,0,0,0,0.845401287,17.12352586,1.073324919
0,0,0,0,1,0,0,1,1,0,0,1,0.847480536,17.05408907,1.059725046
0,0,0,0,1,0,0,1,1,0,1,0,0.848793507,16.795084,1.047485828
0,0,0,0,1,0,0,1,1,0,1,1,0.849971294,17.04677773,1.052839279
0,0,0,0,1,0,0,1,1,1,0,0,0.850288868,17.14807057,1.059271336
0,0,0,0,1,0,0,1,1,1,0,1,0.851136684,17.06951332,1.076159239
0,0,0,0,1,0,0,1,1,1,1,0,0.851426601,16.89624095,1.062408924
0,0,0,0,1,0,0,1,1,1,1,1,0.852743626,17.15567136,1.054672718
0,0,0,0,1,0,1,0,0,0,0,0,2.442997694,18.87636399,1.215103149
0,0,0,0,1,0,1,0,0,0,0,1,9.975903988,18.7319448,1.237433434
0,0,0,0,1,0,1,0,0,0,1,0,9.949719667,18.77142262,1.237248898
0,0,0,0,1,0,1,0,0,0,1,1,10.01150966,19.13977194,1.242696285
0,0,0,0,1,0,1,0,0,1,0,0,10.02691746,18.54130912,1.224980593
0,0,0,0,1,0,1,0,0,1,0,1,10.00323033,18.87114549,1.21786356
0,0,0,0,1,0,1,0,0,1,1,0,9.918422699,18.96853924,1.223312855
0,0,0,0,1,0,1,0,0,1,1,1,9.859028339,18.71180439,1.244177818
0,0,0,0,1,0,1,0,1,0,0,0,9.979404449,18.98572946,1.250978231
0,0,0,0,1,0,1,0,1,0,0,1,9.921444654,18.83252597,1.230522156
0,0,0,0,1,0,1,0,1,0,1,0,9.975142241,19.12531781,1.233075142
0,0,0,0,1,0,1,0,1,0,1,1,9.997960567,19.2199204,1.242650032
0,0,0,0,1,0,1,0,1,1,0,0,9.914510727,19.75466275,1.230918646
0,0,0,0,1,0,1,0,1,1,0,1,9.96143651,18.95243382,1.247509718
0,0,0,0,1,0,1,0,1,1,1,0,9.930240631,19.00122833,1.237831116
0,0,0,0,1,0,1,0,1,1,1,1,9.957499743,19.05536652,1.243577719
0,0,0,0,1,0,1,1,0,0,0,0,9.944908381,18.43262672,1.223899603
0,0,0,0,1,0,1,1,0,0,0,1,9.893409252,18.80476165,1.221328974
0,0,0,0,1,0,1,1,0,0,1,0,9.952156544,18.62429214,1.227599144
0,0,0,0,1,0,1,1,0,0,1,1,9.994545221,19.03996992,1.243481874
0,0,0,0,1,0,1,1,0,1,0,0,9.9356668,18.87603998,1.242909193
0,0,0,0,1,0,1,1,0,1,0,1,9.957388878,18.61463261,1.233462334
0,0,0,0,1,0,1,1,0,1,1,0,9.957817316,19.0035603,1.228307247
0,0,0,0,1,0,1,1,0,1,1,1,9.988853455,18.97193885,1.22918129
0,0,0,0,1,0,1,1,1,0,0,0,9.872466087,19.21143699,1.239526272
0,0,0,0,1,0,1,1,1,0,0,1,9.990554571,19.19999385,1.226104498
0,0,0,0,1,0,1,1,1,0,1,0,9.95849371,19.15336776,1.238316536
0,0,0,0,1,0,1,1,1,0,1,1,9.863274574,18.72252941,1.232399225
0,0,0,0,1,0,1,1,1,1,0,0,9.946326494,19.04522824,1.228033304
0,0,0,0,1,0,1,1,1,1,0,1,9.996809006,19.0598774,1.248997211
0,0,0,0,1,0,1,1,1,1,1,0,9.943290472,19.29072952,1.234343052
0,0,0,0,1,0,1,1,1,1,1,1,9.871208906,19.1949234,1.245264292
0,0,0,0,1,1,0,0,0,0,0,0,26.36172891,51.73396087,2.734304428
0,0,0,0,1,1,0,0,0,0,0,1,26.3470912,51.24746633,2.675045013
0,0,0,0,1,1,0,0,0,0,1,0,26.37306714,50.78881407,2.769719362
0,0,0,0,1,1,0,0,0,0,1,1,26.49089026,50.99194098,2.679232597
0,0,0,0,1,1,0,0,0,1,0,0,26.52074385,51.1012485,2.731889725
0,0,0,0,1,1,0,0,0,1,0,1,26.41788459,50.91190553,2.77593565
0,0,0,0,1,1,0,0,0,1,1,0,26.3436892,51.20512009,2.72942996
0,0,0,0,1,1,0,0,0,1,1,1,26.31770873,51.50905848,2.698436737
0,0,0,0,1,1,0,0,1,0,0,0,26.62314916,51.46862531,2.666769266
0,0,0,0,1,1,0,0,1,0,0,1,5.61520505,52.16780972,2.733620882
0,0,0,0,1,1,0,0,1,0,1,0,26.50997686,50.64720416,2.627058744
0,0,0,0,1,1,0,0,1,0,1,1,26.35855389,51.57988834,2.586468697
0,0,0,0,1,1,0,0,1,1,0,0,26.54224515,50.87577367,2.64603591
0,0,0,0,1,1,0,0,1,1,0,1,26.52753234,50.9826684,2.629794359
0,0,0,0,1,1,0,0,1,1,1,0,26.47152162,51.63915467,2.65467906
0,0,0,0,1,1,0,0,1,1,1,1,26.45978785,52.04565763,2.684564352
0,0,0,0,1,1,0,1,0,0,0,0,26.4080255,51.83012009,2.665466309
0,0,0,0,1,1,0,1,0,0,0,1,26.36323071,51.19794059,2.619282722
0,0,0,0,1,1,0,1,0,0,1,0,26.32819819,52.92539454,2.60876298
0,0,0,0,1,1,0,1,0,0,1,1,26.47909331,50.79746366,2.654042244
0,0,0,0,1,1,0,1,0,1,0,0,26.49015713,51.48782015,2.696275711
0,0,0,0,1,1,0,1,0,1,0,1,26.54155159,51.10419917,2.639464855
0,0,0,0,1,1,0,1,0,1,1,0,26.53765941,51.79850531,2.675883293
0,0,0,0,1,1,0,1,0,1,1,1,26.52914333,51.9270525,2.754144192
0,0,0,0,1,1,0,1,1,0,0,0,26.50876784,51.73122835,2.703158855
0,0,0,0,1,1,0,1,1,0,0,1,26.31876516,51.57339859,2.656540632
0,0,0,0,1,1,0,1,1,0,1,0,26.32555366,51.46751499,2.657811642
0,0,0,0,1,1,0,1,1,0,1,1,26.32715869,50.84113598,2.64692831
0,0,0,0,1,1,0,1,1,1,0,0,26.50698972,51.24370193,2.625734091
0,0,0,0,1,1,0,1,1,1,0,1,26.4800837,50.84526157,2.689143181
0,0,0,0,1,1,0,1,1,1,1,0,26.42003512,51.20960879,2.675869703
0,0,0,0,1,1,0,1,1,1,1,1,26.48428512,51.44303632,2.62552762
0,0,0,0,1,1,1,0,0,0,0,0,33.48291516,64.46669555,3.157392502
0,0,0,0,1,1,1,0,0,0,0,1,33.53683448,64.63960338,3.225857019
0,0,0,0,1,1,1,0,0,0,1,0,33.4319663,65.05926657,3.145113707
0,0,0,0,1,1,1,0,0,0,1,1,33.54372573,129.136868,3.150388241
0,0,0,0,1,1,1,0,0,1,0,0,33.3537643,63.96455812,3.256318569
0,0,0,0,1,1,1,0,0,1,0,1,33.42475128,64.23173714,3.14315176
0,0,0,0,1,1,1,0,0,1,1,0,33.37460136,64.31196284,3.103155851
0,0,0,0,1,1,1,0,0,1,1,1,13.48781395,64.21443605,3.184215307
0,0,0,0,1,1,1,0,1,0,0,0,33.45842266,64.22906613,3.155496597
0,0,0,0,1,1,1,0,1,0,0,1,33.51462865,64.88585305,3.185124636
0,0,0,0,1,1,1,0,1,0,1,0,33.41461349,63.93090987,3.192025185
0,0,0,0,1,1,1,0,1,0,1,1,33.45504117,63.86034942,3.177966833
0,0,0,0,1,1,1,0,1,1,0,0,33.40197682,64.0148623,3.1194911
0,0,0,0,1,1,1,0,1,1,0,1,33.3426559,64.38095117,3.103653431
0,0,0,0,1,1,1,0,1,1,1,0,33.31547022,63.97875738,3.164804459
0,0,0,0,1,1,1,0,1,1,1,1,33.23255992,64.79774904,3.157977104
0,0,0,0,1,1,1,1,0,0,0,0,33.42014241,64.03606701,3.145558357
0,0,0,0,1,1,1,1,0,0,0,1,33.52425766,64.79017472,3.144414902
0,0,0,0,1,1,1,1,0,0,1,0,33.41106582,64.14108801,3.238227367
0,0,0,0,1,1,1,1,0,0,1,1,33.50342298,64.02350545,3.1104846
0,0,0,0,1,1,1,1,0,1,0,0,33.43634939,65.31393456,3.111963987
0,0,0,0,1,1,1,1,0,1,0,1,33.33049059,64.72458935,3.113383293
0,0,0,0,1,1,1,1,0,1,1,0,33.42551565,63.89086986,3.106914043
0,0,0,0,1,1,1,1,0,1,1,1,33.5598433,64.07233071,3.165758371
0,0,0,0,1,1,1,1,1,0,0,0,33.50270605,65.09813285,3.205983639
0,0,0,0,1,1,1,1,1,0,0,1,33.29113388,64.23938847,9.233046293
0,0,0,0,1,1,1,1,1,0,1,0,33.3039031,63.83890533,3.132081032
0,0,0,0,1,1,1,1,1,0,1,1,33.30661893,64.34149885,36.22548652
0,0,0,0,1,1,1,1,1,1,0,0,33.32184529,64.5443933,35.54452443
0,0,0,0,1,1,1,1,1,1,0,1,33.31264758,63.68476701,35.13333917
0,0,0,0,1,1,1,1,1,1,1,0,33.4591167,64.46165228,35.27413106
0,0,0,0,1,1,1,1,1,1,1,1,33.44414091,63.96000862,35.6872263
0,0,0,1,0,0,0,0,0,0,0,0,26.63637185,51.72729039,31.25900316
0,0,0,1,0,0,0,0,0,0,0,1,26.81699777,51.94112062,31.48159885
0,0,0,1,0,0,0,0,0,0,1,0,26.88969064,53.138062,31.45023441
0,0,0,1,0,0,0,0,0,0,1,1,26.946033,52.85628247,31.44404912
0,0,0,1,0,0,0,0,0,1,0,0,26.93525076,52.82063842,31.31952095
0,0,0,1,0,0,0,0,0,1,0,1,26.87653232,51.95582771,31.35541916
0,0,0,1,0,0,0,0,0,1,1,0,26.85723162,52.09676051,31.54037142
0,0,0,1,0,0,0,0,0,1,1,1,26.98621869,52.1563518,31.6437211
0,0,0,1,0,0,0,0,1,0,0,0,26.89920044,51.77378178,32.32532477
0,0,0,1,0,0,0,0,1,0,0,1,26.93706608,51.67232943,31.69415903
0,0,0,1,0,0,0,0,1,0,1,0,26.92631793,52.40894508,31.68963099
0,0,0,1,0,0,0,0,1,0,1,1,27.05879116,53.16406918,11.85385084
0,0,0,1,0,0,0,0,1,1,0,0,26.79564095,52.0013001,31.50485229
0,0,0,1,0,0,0,0,1,1,0,1,26.83018374,52.22438788,31.13170457
0,0,0,1,0,0,0,0,1,1,1,0,26.94457221,51.87056065,31.21558356
0,0,0,1,0,0,0,0,1,1,1,1,26.91931224,52.71934676,31.47775459
0,0,0,1,0,0,0,1,0,0,0,0,26.89466071,52.51383448,31.62179089
0,0,0,1,0,0,0,1,0,0,0,1,26.79394889,52.18720055,31.56368732
0,0,0,1,0,0,0,1,0,0,1,0,26.89754891,2.871606827,31.85685205
0,0,0,1,0,0,0,1,0,0,1,1,26.8055923,52.42152333,31.28101206
0,0,0,1,0,0,0,1,0,1,0,0,26.89511585,52.22259426,31.75749111
0,0,0,1,0,0,0,1,0,1,0,1,27.05645204,52.37604809,31.5950408
0,0,0,1,0,0,0,1,0,1,1,0,27.05420184,51.77466106,31.24117017
0,0,0,1,0,0,0,1,0,1,1,1,27.03683114,52.72562933,31.49027181
0,0,0,1,0,0,0,1,1,0,0,0,26.95390511,51.8403883,32.07956648
0,0,0,1,0,0,0,1,1,0,0,1,27.09353781,52.25338745,32.06171131
0,0,0,1,0,0,0,1,1,0,1,0,26.92500687,51.82522535,31.89571142
0,0,0,1,0,0,0,1,1,0,1,1,26.90931559,52.49135256,31.95691133
0,0,0,1,0,0,0,1,1,1,0,0,26.8234725,52.33055925,32.21694922
0,0,0,1,0,0,0,1,1,1,0,1,26.92717052,51.99257922,31.43027949
0,0,0,1,0,0,0,1,1,1,1,0,27.046803,52.41205788,31.58930349
0,0,0,1,0,0,0,1,1,1,1,1,27.02313352,51.60092759,31.38354826
0,0,0,1,0,0,1,0,0,0,0,0,39.34789205,76.32793403,46.06432843
0,0,0,1,0,0,1,0,0,0,0,1,23.01531649,75.44819665,46.34861827
0,0,0,1,0,0,1,0,0,0,1,0,39.22018719,75.23172188,45.82023811
0,0,0,1,0,0,1,0,0,0,1,1,38.99255323,75.90624142,36.81663966
0,0,0,1,0,0,1,0,0,1,0,0,39.07470989,76.31169248,46.64604974
0,0,0,1,0,0,1,0,0,1,0,1,39.00388694,147.8137128,46.30639148
0,0,0,1,0,0,1,0,0,1,1,0,39.03346014,75.05575991,46.64925218
0,0,0,1,0,0,1,0,0,1,1,1,39.11362767,75.85055447,46.11886692
0,0,0,1,0,0,1,0,1,0,0,0,38.97979641,74.73557782,46.78393722
0,0,0,1,0,0,1,0,1,0,0,1,39.21791863,75.28264189,46.23344612
0,0,0,1,0,0,1,0,1,0,1,0,39.38489103,75.67219877,45.95530462
0,0,0,1,0,0,1,0,1,0,1,1,38.875036,75.69082212,45.80262423
0,0,0,1,0,0,1,0,1,1,0,0,39.08350372,75.00424933,45.90279102
0,0,0,1,0,0,1,0,1,1,0,1,38.97868371,74.71156812,46.6118803
0,0,0,1,0,0,1,0,1,1,1,0,39.10110545,75.05031228,45.44870424
0,0,0,1,0,0,1,0,1,1,1,1,39.2237103,74.98582506,46.90198708
0,0,0,1,0,0,1,1,0,0,0,0,39.38164091,74.56575799,46.07468295
0,0,0,1,0,0,1,1,0,0,0,1,39.1875937,75.54378057,46.35019732
0,0,0,1,0,0,1,1,0,0,1,0,39.02230477,75.21758056,46.41778541
0,0,0,1,0,0,1,1,0,0,1,1,39.07233429,75.30407834,55.97877526
0,0,0,1,0,0,1,1,0,1,0,0,39.04617524,75.51552629,47.72440434
0,0,0,1,0,0,1,1,0,1,0,1,38.9568615,75.65252924,47.51005006
0,0,0,1,0,0,1,1,0,1,1,0,39.06726313,75.32360172,4.395537376
0,0,0,1,0,0,1,1,0,1,1,1,39.07083631,76.39366055,46.96417928
0,0,0,1,0,0,1,1,1,0,0,0,23.1045146,74.99835229,47.25916004
0,0,0,1,0,0,1,1,1,0,0,1,39.10247493,75.25070143,46.66209912
0,0,0,1,0,0,1,1,1,0,1,0,39.31164908,76.45180464,46.62695265
0,0,0,1,0,0,1,1,1,0,1,1,39.38160205,74.99703336,46.54942107
0,0,0,1,0,0,1,1,1,1,0,0,39.15290117,75.734586,46.38788652
0,0,0,1,0,0,1,1,1,1,0,1,39.38380098,76.24062634,47.10332704
0,0,0,1,0,0,1,1,1,1,1,0,39.19055367,75.98780394,46.98588681
0,0,0,1,0,0,1,1,1,1,1,1,39.3294251,10.94072771,47.50971389
0,0,0,1,0,1,0,0,0,0,0,0,55.43463469,108.5270698,57.45104408
0,0,0,1,0,1,0,0,0,0,0,1,55.43643832,107.5913413,53.45106649
0,0,0,1,0,1,0,0,0,0,1,0,55.74625826,107.742394,53.20893383
0,0,0,1,0,1,0,0,0,0,1,1,55.24004412,108.1289799,52.90760541
0,0,0,1,0,1,0,0,0,1,0,0,55.64374709,107.7849565,53.47724676
0,0,0,1,0,1,0,0,0,1,0,1,55.33246708,108.7519836,53.76583147
0,0,0,1,0,1,0,0,0,1,1,0,55.37088966,108.0112641,53.55025005
0,0,0,1,0,1,0,0,0,1,1,1,55.35821176,107.4357438,53.02036619
0,0,0,1,0,1,0,0,1,0,0,0,55.54423094,109.8148339,30.16827321
0,0,0,1,0,1,0,0,1,0,0,1,55.52711344,109.5667636,53.23775482
0,0,0,1,0,1,0,0,1,0,1,0,55.60185862,109.4887943,53.16401291
0,0,0,1,0,1,0,0,1,0,1,1,55.70963764,108.2947984,53.22910595
