root,opt_useAddressPrecalc,opt_vectorize,simd_avoidUnaligned,data_alignFieldPointers,opt_unroll_interleave,no_explorationId,explorationId,poly_tileSize_x,poly_tileSize_y,poly_tileSize_z,performance,performance,performance,performance
1,0,0,0,0,0,0,3,32,0,0,7117.6,6869.4,6899.2,6916.6
1,0,0,0,0,0,0,4,32,0,0,7082.2,6864.2,6892.8,6885.2
1,0,0,0,0,0,0,1,64,0,0,9085.4,9410.2,8647.8,9102.4
1,0,0,0,0,0,0,2,64,0,0,9536.4,10099.2,10004.4,9952.2
1,0,0,0,0,0,0,3,64,0,0,7455.2,7379.4,7341.8,7326.6
1,0,0,0,0,0,0,4,64,0,0,8570.2,8467.2,8515.2,8362.2
1,0,0,0,0,0,0,1,128,0,0,9444,9423.8,9414,9408.8
1,0,0,0,0,0,0,2,128,0,0,9809.8,10001.6,9962.4,9888.2
1,0,0,0,0,0,0,3,128,0,0,8777.8,8726.6,8863.6,8886.2
1,0,0,0,0,0,0,4,128,0,0,9329.4,9235,9418.8,9464.6
1,0,0,0,0,0,0,1,0,8,0,6169.8,6334,6421.2,6300.4
1,0,0,0,0,0,0,2,0,8,0,6113.4,6418,6466,6346
1,0,0,0,0,0,0,3,0,8,0,5954.6,5919,5922.2,5880.2
1,0,0,0,0,0,0,4,0,8,0,5959.8,5964.2,6022.4,5994.4
1,0,0,0,0,0,0,1,8,8,0,16846.2,17050.2,19673.8,19332.8
1,0,0,0,0,0,0,2,8,8,0,16442.8,16792.2,19692.2,19707.8
1,0,0,0,0,0,0,3,8,8,0,15364.6,15312.4,15948.6,16073
1,0,0,0,0,0,0,4,8,8,0,15296.8,15274.4,16479.6,16233.4
1,0,0,0,0,0,0,1,10,8,0,15202.8,15370,16464.2,17556
1,0,0,0,0,0,0,2,10,8,0,14634.4,14819.4,15535.8,17862.4
1,0,0,0,0,0,0,3,10,8,0,13972.8,13806.6,14227.4,14679.6
1,0,0,0,0,0,0,4,10,8,0,13697.4,13578.4,14276.6,14600.4
1,0,0,0,0,0,0,1,16,8,0,12680.2,12752.2,13026,13205.4
1,0,0,0,0,0,0,2,16,8,0,12087.6,12384.2,12723.8,12967.6
1,0,0,0,0,0,0,3,16,8,0,11279.2,11247,11553.2,11424.2
1,0,0,0,0,0,0,4,16,8,0,11244.8,11152,11551,11353.2
1,0,0,0,0,0,0,1,20,8,0,11879.4,12084.6,12211.2,12306.6
1,0,0,0,0,0,0,2,20,8,0,11514.6,11734.6,11921.4,11918.4
1,0,0,0,0,0,0,3,20,8,0,10631.2,10569,10868,10737.6
1,0,0,0,0,0,0,4,20,8,0,10504,10413.2,10734.2,10530
1,0,0,0,0,0,0,1,32,8,0,10797.6,11105.6,10920.4,11078
1,0,0,0,0,0,0,2,32,8,0,10173.4,10877.8,10569.6,10864.4
1,0,0,0,0,0,0,3,32,8,0,9552.8,9394.4,9618,9509.2
1,0,0,0,0,0,0,4,32,8,0,9394.8,9266.4,9854.8,9383.2
1,0,0,0,0,0,0,1,64,8,0,9711.4,10174.2,9547.6,9888.6
1,0,0,0,0,0,0,2,64,8,0,9175.8,10117.8,9367.6,9854.6
1,0,0,0,0,0,0,3,64,8,0,8503.4,8421.8,8642,8573.4
1,0,0,0,0,0,0,4,64,8,0,8409.2,8319.2,8545.4,8478.6
1,0,0,0,0,0,0,1,128,8,0,8141.4,8409.2,7891.8,8160
1,0,0,0,0,0,0,2,128,8,0,7812,8440.8,7860,8182.4
1,0,0,0,0,0,0,3,128,8,0,7425.2,7411.2,7557.6,7416.8
1,0,0,0,0,0,0,4,128,8,0,7397.4,7371.4,7471.4,7400.4
1,0,0,0,0,0,0,1,0,10,0,6590.4,6824.2,6917.6,6772.8
1,0,0,0,0,0,0,2,0,10,0,6547.4,6924.2,6976.6,6808.6
1,0,0,0,0,0,0,3,0,10,0,6181.6,6149.8,6139.2,6111.2
1,0,0,0,0,0,0,4,0,10,0,6179.2,6304.8,6261.8,6242.4
1,0,0,0,0,0,0,1,8,10,0,16104.4,16374.6,18899,18857.4
1,0,0,0,0,0,0,2,8,10,0,15331.6,15771.8,18819.2,18759.8
1,0,0,0,0,0,0,3,8,10,0,14594.2,14299.8,14897.6,15038.4
1,0,0,0,0,0,0,4,8,10,0,14360,14087.6,15304.8,14978.8
1,0,0,0,0,0,0,1,10,10,0,14683.8,14794.6,16004.4,17357.2
1,0,0,0,0,0,0,2,10,10,0,14009.4,14207.6,14957.6,17325
1,0,0,0,0,0,0,3,10,10,0,13222.6,12928.2,13351.4,13784.6
1,0,0,0,0,0,0,4,10,10,0,12843.8,12719.2,13266.2,13690.2
1,0,0,0,0,0,0,1,16,10,0,12665.2,12794.6,13012.2,13265
1,0,0,0,0,0,0,2,16,10,0,11835,12244.4,12559.8,12831.6
1,0,0,0,0,0,0,3,16,10,0,11225.6,10968.6,11182.8,11080.4
1,0,0,0,0,0,0,4,16,10,0,10884.6,10702.2,11065,10857.8
1,0,0,0,0,0,0,1,20,10,0,12001.6,12312.6,12220.4,12558.4
1,0,0,0,0,0,0,2,20,10,0,11581,11824.2,12001.2,11778.8
1,0,0,0,0,0,0,3,20,10,0,10621.4,10395.4,10566.6,10513.6
1,0,0,0,0,0,0,4,20,10,0,10268.4,10131.4,10387.8,10210.8
1,0,0,0,0,0,0,1,32,10,0,11055.6,11471.4,10903.2,11424.6
1,0,0,0,0,0,0,2,32,10,0,10190.4,11220.2,10604.4,11091.2
1,0,0,0,0,0,0,3,32,10,0,9614.6,9382.4,9544.2,9479.4
1,0,0,0,0,0,0,4,32,10,0,9334.2,9149.4,9350,9247.6
1,0,0,0,0,0,0,1,64,10,0,10154,10735.2,9673.8,10350
1,0,0,0,0,0,0,2,64,10,0,9375.4,10671.2,9569,10218.6
1,0,0,0,0,0,0,3,64,10,0,8634.8,8462.2,8666.6,8612.2
1,0,0,0,0,0,0,4,64,10,0,8529.2,8383,8613.8,8513
1,0,0,0,0,0,0,1,128,10,0,8471.2,8698.4,8173,8511.8
1,0,0,0,0,0,0,2,128,10,0,8071,8719.4,8177,8486.8
1,0,0,0,0,0,0,3,128,10,0,7572,7442.8,7553.6,7497.6
1,0,0,0,0,0,0,4,128,10,0,7559.6,7412.2,7515.4,7465.8
1,0,0,0,0,0,0,1,0,16,0,6022.2,6185.8,6281,6185.2
1,0,0,0,0,0,0,2,0,16,0,5985.2,6263.6,6325,6213
1,0,0,0,0,0,0,3,0,16,0,5629,5608.2,5600.4,5575.2
1,0,0,0,0,0,0,4,0,16,0,5632.2,5625.4,5679,5652.8
1,0,0,0,0,0,0,1,8,16,0,13051.8,13227.6,14700,14584.4
1,0,0,0,0,0,0,2,8,16,0,12353.4,12644.8,14611.2,14638.2
1,0,0,0,0,0,0,3,8,16,0,11761.6,11450.6,11739.8,11716.8
1,0,0,0,0,0,0,4,8,16,0,11551,11376.6,12027,11802
1,0,0,0,0,0,0,1,10,16,0,12277.2,12366.2,13271.8,13832
1,0,0,0,0,0,0,2,10,16,0,11564,11647.6,12392.6,13684.8
1,0,0,0,0,0,0,3,10,16,0,11072.8,10735,10886.2,10999
1,0,0,0,0,0,0,4,10,16,0,10633.2,10399.8,10761,10953.6
1,0,0,0,0,0,0,1,16,16,0,10764.2,10900.8,11049.2,11224.6
1,0,0,0,0,0,0,2,16,16,0,9981.4,10519.8,10730.8,10840
1,0,0,0,0,0,0,3,16,16,0,9591,9294.6,9408.6,9356.2
1,0,0,0,0,0,0,4,16,16,0,9208.6,9011.6,9309.6,9079.6
1,0,0,0,0,0,0,1,20,16,0,10385.4,10611.4,10427.6,10697.2
1,0,0,0,0,0,0,2,20,16,0,9961.4,10159,10202.8,10016.8
1,0,0,0,0,0,0,3,20,16,0,9188.2,8918,8998.4,8953
1,0,0,0,0,0,0,4,20,16,0,8843.2,8592.6,8706.4,8605.2
1,0,0,0,0,0,0,1,32,16,0,9516.8,9871.8,9278.2,9763.4
1,0,0,0,0,0,0,2,32,16,0,8731.6,9751.2,9120.2,9549.6
1,0,0,0,0,0,0,3,32,16,0,8307,8058.4,8160.6,8132.2
1,0,0,0,0,0,0,4,32,16,0,8118.6,7915.8,8015,7976
1,0,0,0,0,0,0,1,64,16,0,8802.2,9259.8,8332.2,8881.8
1,0,0,0,0,0,0,2,64,16,0,8079.2,9226.2,8298.2,8852
1,0,0,0,0,0,0,3,64,16,0,7547.6,7401,7546,7491
1,0,0,0,0,0,0,4,64,16,0,7495.8,7374.8,7507.4,7447.2
1,0,0,0,0,0,0,1,128,16,0,7569.6,7748.8,7218.6,7563
1,0,0,0,0,0,0,2,128,16,0,7155.6,7747.6,7188,7532.2
1,0,0,0,0,0,0,3,128,16,0,6732.2,6583.6,6645.8,6607.8
1,0,0,0,0,0,0,4,128,16,0,6712.6,6568.6,6633,6599.6
1,0,0,0,0,0,0,1,0,20,0,5945,6111.8,6234,6142.6
1,0,0,0,0,0,0,2,0,20,0,5919.2,6185.4,6272.8,6158
1,0,0,0,0,0,0,3,0,20,0,5540.2,5508.6,5511.8,5480.8
1,0,0,0,0,0,0,4,0,20,0,5538,5533.4,5568.8,5547
1,0,0,0,0,0,0,1,8,20,0,12690.8,12886.4,13861.6,13731.6
1,0,0,0,0,0,0,2,8,20,0,11820.6,12080.2,13670.2,13627.2
1,0,0,0,0,0,0,3,8,20,0,11309.4,11018.8,11124.8,10922.2
1,0,0,0,0,0,0,4,8,20,0,10987.2,10741,11210.6,10981.6
1,0,0,0,0,0,0,1,10,20,0,11927.4,12095.2,12861.2,12863.4
1,0,0,0,0,0,0,2,10,20,0,11145.2,11325.6,11881.8,12902.6
1,0,0,0,0,0,0,3,10,20,0,10640.4,10324.2,10428.2,10376.4
1,0,0,0,0,0,0,4,10,20,0,10283.4,9916,10247.2,10316
1,0,0,0,0,0,0,1,16,20,0,10564.2,10771.6,10880.6,11016
1,0,0,0,0,0,0,2,16,20,0,9731.4,10265.8,10359.6,10560
1,0,0,0,0,0,0,3,16,20,0,9370.8,9057,9094,9095.8
1,0,0,0,0,0,0,4,16,20,0,8930,8681.4,8926.6,8712.8
1,0,0,0,0,0,0,1,20,20,0,10051.4,10369.4,10096.4,10448
1,0,0,0,0,0,0,2,20,20,0,9752.6,10017.2,9960,9668.8
1,0,0,0,0,0,0,3,20,20,0,8893.6,8578.2,8646,8640.4
1,0,0,0,0,0,0,4,20,20,0,8550.8,8279.8,8374.8,8303.6
1,0,0,0,0,0,0,1,32,20,0,9253.2,9690.8,9078.6,9557.2
1,0,0,0,0,0,0,2,32,20,0,8497.6,9509,8784,9332.4
1,0,0,0,0,0,0,3,32,20,0,8048.2,7805.4,7884.4,7851.2
1,0,0,0,0,0,0,4,32,20,0,7869.2,7658.2,7715.4,7689.6
1,0,0,0,0,0,0,1,64,20,0,8575.2,9116.4,8106.8,8692.6
1,0,0,0,0,0,0,2,64,20,0,7808.4,9095.4,7972.6,8635.8
1,0,0,0,0,0,0,3,64,20,0,7293.4,7175.2,7279,7246
1,0,0,0,0,0,0,4,64,20,0,7239.8,7123.4,7230.2,7381
1,0,0,0,0,0,0,1,128,20,0,7380,7507,7107.6,7378.6
1,0,0,0,0,0,0,2,128,20,0,7042.4,7479.8,7090.2,7340.4
1,0,0,0,0,0,0,3,128,20,0,6569,6400.2,6459.4,6429
1,0,0,0,0,0,0,4,128,20,0,6549,6387.6,6434,6413.4
1,0,0,0,0,0,0,1,0,32,0,5830.6,6004.6,6146,6054.8
1,0,0,0,0,0,0,2,0,32,0,5816,6054,6162.6,6082.2
1,0,0,0,0,0,0,3,0,32,0,5402,5375.8,5376.6,5345.8
1,0,0,0,0,0,0,4,0,32,0,5403.8,5383.8,5420.2,5388.8
1,0,0,0,0,0,0,1,8,32,0,11825.4,12233,12659.2,12659.6
1,0,0,0,0,0,0,2,8,32,0,10967,11497.8,12403,12362.2
1,0,0,0,0,0,0,3,8,32,0,10784.2,10503.6,10386.8,10052.8
1,0,0,0,0,0,0,4,8,32,0,10349,10064.2,10127.6,9940.2
1,0,0,0,0,0,0,1,10,32,0,11124.8,11487.6,11999.4,12111.6
1,0,0,0,0,0,0,2,10,32,0,10526.8,10850.6,11305.8,11819.6
1,0,0,0,0,0,0,3,10,32,0,10129.6,9802.6,9830.8,9616.4
1,0,0,0,0,0,0,4,10,32,0,9762.2,9369.4,9526.4,9435.2
1,0,0,0,0,0,0,1,16,32,0,9909.2,10247.6,10108.8,10461
1,0,0,0,0,0,0,2,16,32,0,9088,9929.2,9947,10114
1,0,0,0,0,0,0,3,16,32,0,8867,8461.2,8479.8,8483
1,0,0,0,0,0,0,4,16,32,0,8519.6,8206.6,8359.2,8232
1,0,0,0,0,0,0,1,20,32,0,9525.2,9909.4,9519.8,9906
1,0,0,0,0,0,0,2,20,32,0,9295.8,9637.6,9498.4,9191.4
1,0,0,0,0,0,0,3,20,32,0,8399,8024.2,8075.8,8068.6
1,0,0,0,0,0,0,4,20,32,0,8145.8,7836.6,7850.4,7841.4
1,0,0,0,0,0,0,1,32,32,0,8834.4,9308,8472.8,9103.2
1,0,0,0,0,0,0,2,32,32,0,7971.8,9188.8,8398.4,8901
1,0,0,0,0,0,0,3,32,32,0,7607.2,7347.4,7425.6,7404.2
1,0,0,0,0,0,0,4,32,32,0,7444,7213.4,7268.8,7245.8
1,0,0,0,0,0,0,1,64,32,0,8295,8809,7670.4,8375.2
1,0,0,0,0,0,0,2,64,32,0,7358.6,8771.6,7590.6,8256.8
1,0,0,0,0,0,0,3,64,32,0,6936.8,6796.8,6888.8,6858.2
1,0,0,0,0,0,0,4,64,32,0,6851,6718.8,6814.4,6765.8
1,0,0,0,0,0,0,1,128,32,0,7189,7196,7018.8,7156.6
1,0,0,0,0,0,0,2,128,32,0,6912.6,7138.2,6930.4,7075
1,0,0,0,0,0,0,3,128,32,0,6503,6279,6327.8,6307
1,0,0,0,0,0,0,4,128,32,0,6448.8,6241.8,6287.8,6260.4
1,0,0,0,0,0,0,1,0,64,0,5847.4,6007.4,6147.8,6100.4
1,0,0,0,0,0,0,2,0,64,0,5826,6021.2,6163.8,6120
1,0,0,0,0,0,0,3,0,64,0,5459.2,5435.2,5446.4,5416.2
1,0,0,0,0,0,0,4,0,64,0,5464.2,5440.4,5496.2,5470
1,0,0,0,0,0,0,1,8,64,0,10965.6,11458.6,11847,11884.4
1,0,0,0,0,0,0,2,8,64,0,10352,11213.6,11582.6,11588.8
1,0,0,0,0,0,0,3,8,64,0,10038,9789.8,9723.4,9379.8
1,0,0,0,0,0,0,4,8,64,0,9706.4,9459.4,9227.2,9111
1,0,0,0,0,0,0,1,10,64,0,10383.4,10819.2,11175,11373.6
1,0,0,0,0,0,0,2,10,64,0,10118.2,10560.8,10808.4,11126.6
1,0,0,0,0,0,0,3,10,64,0,9393.2,9109.6,9136.8,8939.2
1,0,0,0,0,0,0,4,10,64,0,9219.6,8854.8,8936,8738.2
1,0,0,0,0,0,0,1,16,64,0,9358.6,9774.6,9458.8,9911.6
1,0,0,0,0,0,0,2,16,64,0,8565.4,9668,9486,9696.6
1,0,0,0,0,0,0,3,16,64,0,8252,7871.2,7913,7936.6
1,0,0,0,0,0,0,4,16,64,0,8055.4,7729.6,7850,7764.8
1,0,0,0,0,0,0,1,20,64,0,9035.8,9439.4,8992,9431.6
1,0,0,0,0,0,0,2,20,64,0,8906.8,9315.2,9069.8,8714.6
1,0,0,0,0,0,0,3,20,64,0,7883.2,7492.4,7548.8,7553
1,0,0,0,0,0,0,4,20,64,0,7713,7357.8,7386.6,7402.4
1,0,0,0,0,0,0,1,32,64,0,8533.8,8981.6,8059.8,8751.2
1,0,0,0,0,0,0,2,32,64,0,7538.8,8885.2,8023.4,8532.8
1,0,0,0,0,0,0,3,32,64,0,7218.6,6953.8,7010.2,6995.8
1,0,0,0,0,0,0,4,32,64,0,7063,6823.8,6864.8,6845.6
1,0,0,0,0,0,0,1,64,64,0,8234.2,8794.8,7484.2,8338.2
1,0,0,0,0,0,0,2,64,64,0,7091,8595.4,7322.6,8032.2
1,0,0,0,0,0,0,3,64,64,0,6746.4,6581.2,6643.6,6629.8
1,0,0,0,0,0,0,4,64,64,0,6548.2,6415,6481,6439.4
1,0,0,0,0,0,0,1,128,64,0,7111.8,7061,6960.8,7056.4
1,0,0,0,0,0,0,2,128,64,0,6738.6,6864.8,6756.2,6867.8
1,0,0,0,0,0,0,3,128,64,0,6413.6,6170.8,6197.2,6170.6
1,0,0,0,0,0,0,4,128,64,0,6268.2,6053.8,6082.8,6061
1,0,0,0,0,0,0,1,0,128,0,7617.8,7615.4,7622.4,7605.4
1,0,0,0,0,0,0,2,0,128,0,7563,7570.4,7633,7683.4
1,0,0,0,0,0,0,3,0,128,0,7264.8,7240.6,7242.2,7218.2
1,0,0,0,0,0,0,4,0,128,0,7256.2,7251.6,7400,7313.4
1,0,0,0,0,0,0,1,8,128,0,10504,11323,11377.6,11387.4
1,0,0,0,0,0,0,2,8,128,0,9934.2,10841.6,11140.6,11143.8
1,0,0,0,0,0,0,3,8,128,0,9555,9342.2,9275.4,8956
1,0,0,0,0,0,0,4,8,128,0,9343,9153.6,8860,8763
1,0,0,0,0,0,0,1,10,128,0,9931.8,10363.6,10670.4,10925.6
1,0,0,0,0,0,0,2,10,128,0,9761.6,10252.4,10439.4,10737.6
1,0,0,0,0,0,0,3,10,128,0,8978.4,8728.6,8753.2,8579.6
1,0,0,0,0,0,0,4,10,128,0,8939,8588.4,8670.6,8436.8
1,0,0,0,0,0,0,1,16,128,0,9047.6,9481.4,9139,9635.8
1,0,0,0,0,0,0,2,16,128,0,8245,9439.8,9233.2,9467.2
1,0,0,0,0,0,0,3,16,128,0,7991.4,7616.2,7625.4,7692.8
1,0,0,0,0,0,0,4,16,128,0,7832.8,7513.4,7620.4,7550.4
1,0,0,0,0,0,0,1,20,128,0,8806,9220.4,8721.6,9228.8
1,0,0,0,0,0,0,2,20,128,0,8715.6,9179.8,8862.6,8452.8
1,0,0,0,0,0,0,3,20,128,0,7665.4,7270.2,7321,7335.8
1,0,0,0,0,0,0,4,20,128,0,7515.6,7161.8,7185.2,7222.4
1,0,0,0,0,0,0,1,32,128,0,8453,8905.6,7906.8,8657.2
1,0,0,0,0,0,0,2,32,128,0,7416.2,8815.4,7847.8,8424.6
1,0,0,0,0,0,0,3,32,128,0,7091.6,6811.6,6862.6,6863.6
1,0,0,0,0,0,0,4,32,128,0,6959.4,6703,6719.8,6719.8
1,0,0,0,0,0,0,1,64,128,0,8206,8725.2,7480,8317.2
1,0,0,0,0,0,0,2,64,128,0,7073,8486.6,7255,7973.4
1,0,0,0,0,0,0,3,64,128,0,6724.2,6628.4,6672.4,6898.8
1,0,0,0,0,0,0,4,64,128,0,6500.2,6621.8,6649,6463.8
1,0,0,0,0,0,0,1,128,128,0,7417.6,7622.2,7466,7662.4
1,0,0,0,0,0,0,2,128,128,0,7250.8,7191.2,6914.8,7059.4
1,0,0,0,0,0,0,3,128,128,0,6642.4,6388.8,6430,6408
1,0,0,0,0,0,0,4,128,128,0,6373.4,6218,6248.2,6235.6
1,0,0,0,0,0,0,1,0,0,8,8284.6,8277.2,8256.8,8318.6
1,0,0,0,0,0,0,2,0,0,8,8263.2,8318,8251.4,8325.2
1,0,0,0,0,0,0,3,0,0,8,8110.2,8076,8091,8060.8
1,0,0,0,0,0,0,4,0,0,8,8114.2,8106.4,8135,8133
1,0,0,0,0,0,0,1,8,0,8,8140,8225.4,10434.8,10520.6
1,0,0,0,0,0,0,2,8,0,8,8414.4,8557.8,10292,10296.2
1,0,0,0,0,0,0,3,8,0,8,7108.8,6887,7352.8,7501.2
1,0,0,0,0,0,0,4,8,0,8,7506.8,7169.8,7678.6,7473
1,0,0,0,0,0,0,1,10,0,8,8022,8028.8,8996.2,10396.8
1,0,0,0,0,0,0,2,10,0,8,8264.8,8490.6,9225.2,10285
1,0,0,0,0,0,0,3,10,0,8,7073.8,6834.2,7149.8,7469.4
1,0,0,0,0,0,0,4,10,0,8,7657.8,7218.4,7268.4,7521.6
1,0,0,0,0,0,0,1,16,0,8,8017,8023.2,8347.6,8348.8
1,0,0,0,0,0,0,2,16,0,8,8338.6,8637.8,8947.6,8852.6
1,0,0,0,0,0,0,3,16,0,8,7087.8,6853.8,7047.2,6938.2
1,0,0,0,0,0,0,4,16,0,8,7622,7296.2,7399.8,7359
1,0,0,0,0,0,0,1,20,0,8,8241.4,8279.2,8208.2,8451.4
1,0,0,0,0,0,0,2,20,0,8,8240.8,8925.4,8857,8445.4
1,0,0,0,0,0,0,3,20,0,8,7208,6968.8,7097.8,7008.2
1,0,0,0,0,0,0,4,20,0,8,7704.2,7359.4,7433.2,7380.8
1,0,0,0,0,0,0,1,32,0,8,8512.2,8719.8,8084,8609
1,0,0,0,0,0,0,2,32,0,8,8270.8,9149.2,8425.4,8930.6
1,0,0,0,0,0,0,3,32,0,8,7293,7108.4,7184.4,7166
1,0,0,0,0,0,0,4,32,0,8,7637.4,7425.6,7425,7437.8
1,0,0,0,0,0,0,1,64,0,8,9412.2,9683,9006.4,9399.8
1,0,0,0,0,0,0,2,64,0,8,9981.2,10468,10468.2,10375.8
1,0,0,0,0,0,0,3,64,0,8,7734.6,7704.8,7767.4,7781.4
1,0,0,0,0,0,0,4,64,0,8,9055.4,8902.4,8580.2,8574.6
1,0,0,0,0,0,0,1,128,0,8,9865.2,9858.8,9894.2,9836.8
1,0,0,0,0,0,0,2,128,0,8,10049.8,10229.6,10195.8,10154.2
1,0,0,0,0,0,0,3,128,0,8,9273,9204.4,9371,9421.6
1,0,0,0,0,0,0,4,128,0,8,9733.8,9637.2,9815.2,9875.6
1,0,0,0,0,0,0,1,0,8,8,6420,6645.8,6752,6622.2
1,0,0,0,0,0,0,2,0,8,8,6407.6,6620.2,6708,6626.2
1,0,0,0,0,0,0,3,0,8,8,5905,5864.6,5890.8,6076.2
1,0,0,0,0,0,0,4,0,8,8,5904.8,5913.4,5950,5927.6
1,0,0,0,0,0,0,1,8,8,8,16045.6,16534.8,18527.6,18350.6
1,0,0,0,0,0,0,2,8,8,8,15935,16406.4,18473,18511.4
1,0,0,0,0,0,0,3,8,8,8,14667.4,14608,15295.4,15305.4
1,0,0,0,0,0,0,4,8,8,8,14627.8,14436.8,15546.2,15322.8
1,0,0,0,0,0,0,1,10,8,8,14431,14700.6,15753,16397.6
1,0,0,0,0,0,0,2,10,8,8,14169.2,14695,14978.4,16667.8
1,0,0,0,0,0,0,3,10,8,8,13183,12974,13449.2,13897.2
1,0,0,0,0,0,0,4,10,8,8,13064.6,12755,13279.6,13682.4
1,0,0,0,0,0,0,1,16,8,8,11665,11771.8,12093.6,12363.2
1,0,0,0,0,0,0,2,16,8,8,11474.2,11745,11988.4,12276.4
1,0,0,0,0,0,0,3,16,8,8,10476.8,10390.4,10724.6,10546.2
1,0,0,0,0,0,0,4,16,8,8,10491.2,10352.8,10651.4,10489.6
1,0,0,0,0,0,0,1,20,8,8,11024,11249.8,11266.6,11571.2
1,0,0,0,0,0,0,2,20,8,8,10849.6,11229.4,11273.6,11002.6
1,0,0,0,0,0,0,3,20,8,8,9750.4,9720.4,9991.8,9837.6
1,0,0,0,0,0,0,4,20,8,8,9731.2,9597.4,9866.4,9703.6
1,0,0,0,0,0,0,1,32,8,8,9924.8,10174.4,9739.2,10296.8
1,0,0,0,0,0,0,2,32,8,8,9412.4,10202.2,9660.4,10221.8
1,0,0,0,0,0,0,3,32,8,8,8556.4,8456,8639,8542
1,0,0,0,0,0,0,4,32,8,8,8533.8,8443.6,8625.8,8510.8
1,0,0,0,0,0,0,1,64,8,8,8898.4,9195.6,8430.2,9090.6
1,0,0,0,0,0,0,2,64,8,8,8248.6,9205,8354.2,9031.8
1,0,0,0,0,0,0,3,64,8,8,7453.8,7435.6,7549.2,7511.4
1,0,0,0,0,0,0,4,64,8,8,7443.6,7422.2,7527.8,7492.8
1,0,0,0,0,0,0,1,128,8,8,7676.6,7641.2,7444.4,7635.4
1,0,0,0,0,0,0,2,128,8,8,7478,7645.2,7449.6,7644.8
1,0,0,0,0,0,0,3,128,8,8,6802.6,6535.6,6596.6,6567.6
1,0,0,0,0,0,0,4,128,8,8,6796,6531.8,6595.2,6566.6
1,0,0,0,0,0,0,1,0,10,8,6769,7047.4,7176,7054.4
1,0,0,0,0,0,0,2,0,10,8,6773.8,7041.8,7157.2,7060.8
1,0,0,0,0,0,0,3,0,10,8,6161.6,6126.4,6142.4,6136.2
1,0,0,0,0,0,0,4,0,10,8,6162,6168.8,6214,6195
1,0,0,0,0,0,0,1,8,10,8,15334.2,15604,18189.2,18240.4
1,0,0,0,0,0,0,2,8,10,8,14762.8,15280.8,18024.8,17975.6
1,0,0,0,0,0,0,3,8,10,8,13822.6,13534.2,14286.6,14471.4
1,0,0,0,0,0,0,4,8,10,8,13620,13279.8,14511,14254
1,0,0,0,0,0,0,1,10,10,8,13805.6,13995,15278.2,16664.4
1,0,0,0,0,0,0,2,10,10,8,13563.6,13949.6,14456.2,16550.6
1,0,0,0,0,0,0,3,10,10,8,12371,12124.2,12658,13187.4
1,0,0,0,0,0,0,4,10,10,8,12152.4,11945,12332.2,12982.6
1,0,0,0,0,0,0,1,16,10,8,11598.8,11644.8,11723.2,12144.2
1,0,0,0,0,0,0,2,16,10,8,11111.4,11502.2,11736.4,12112.4
1,0,0,0,0,0,0,3,16,10,8,10225.4,10055.4,10490,10232.6
1,0,0,0,0,0,0,4,16,10,8,10124,9927.4,10298.2,10093.2
1,0,0,0,0,0,0,1,20,10,8,11041.2,11194.8,11029,11457.8
1,0,0,0,0,0,0,2,20,10,8,10888,11286.4,11279.2,10793.2
1,0,0,0,0,0,0,3,20,10,8,9562.2,9500.2,9775.4,9607
